line_name,specimen__id,specimen__name,specimen__hemisphere,structure__id,structure__name,structure__acronym,structure_parent__id,structure_parent__acronym,structure__layer,nr__max_euclidean_distance,nr__number_stems,nr__number_bifurcations,nr__average_contraction,nr__average_parent_daughter_ratio,nrwkf__id,erwkf__id,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__f_i_curve_slope,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,si__height,si__width,si__path,csl__x,csl__y,csl__z,csl__normalized_depth,cell_reporter_status,m__glif,m__biophys_perisomatic,m__biophys_all_active,tag__apical,tag__dendrite_type,morph_thumb_path,ephys_thumb_path,ephys_inst_thresh_thumb_path,id
Rorb-IRES2-Cre,488695444,Rorb-IRES2-Cre-D;Ai14-212873.04.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,631.3861128,8,39,0.907976168,0.766038397,510987652,496604882,3.636855359,0.052263777,0.100838451,200,15.77932854,124.3821429,8.039739283,96.40625062,6.54987,-77.09053155,7551,7684,/external/mousecelltypes/prod571/specimen_488695444/min_xy_488695444.aff,8304.03,1006.98,3251.73,0.490986,cre reporter positive,2,0,0,intact,spiny,/api/v2/well_known_file_download/516477378,/api/v2/well_known_file_download/488696778,/api/v2/well_known_file_download/491380223,587
Cux2-CreERT2,486196663,Cux2-CreERT2;Ai14-205222.04.02.01,right,401,"Anteromedial visual area, layer 4",VISam4,394,VISam,4,,,,,,,496197149,3.631539459,0.052732179,0.149589496,130,20.05481156,78.83571429,12.68460632,153.4373871,4.254421667,-78.24228058,,,,7824.1,670.093,7559.57,0.346365,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/486201749,/api/v2/well_known_file_download/491383440,28
Nr5a1-Cre,397353539,Nr5a1-Cre;Ai14-177834.03.02.01,right,501,"posteromedial visual area, layer 4",VISpm4,533,VISpm,4,330.1010917,5,25,0.9146993,0.807271447,491771107,491198918,3.630823103,,0.046794872,150,16.45836366,54.24,18.43657817,148.4373681,6.481301667,-76.76610041,5761,5763,/external/mousecelltypes/prod273/specimen_397353539/min_xy_397353539.aff,8161.05,695.9,7705.68,0.331809,cre reporter positive,5,0,0,intact,spiny,/api/v2/well_known_file_download/487659352,/api/v2/well_known_file_download/487616239,/api/v2/well_known_file_download/491376283,170
Nr5a1-Cre,483020137,Nr5a1-Cre;Ai14-199361.04.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,395.083422,6,20,0.899550076,0.772213637,496001085,491317178,3.629186728,0.07981166,0.221006197,110,13.03715089,58.8525,16.99163162,143.75,1.907098333,-81.57514503,5748,5729,/external/mousecelltypes/prod472/specimen_483020137/min_xy_483020137.aff,8736.19,928.715,8083.69,0.371716,cre reporter negative,2,1,1,intact,spiny,/api/v2/well_known_file_download/496001234,/api/v2/well_known_file_download/485507710,/api/v2/well_known_file_download/491381343,199
Rorb-IRES2-Cre,488699635,Rorb-IRES2-Cre-D;Ai14-212873.02.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496453552,3.624364868,0.045575709,0.046067416,20,32.02746287,30.7958,32.47196046,336.1607499,0.895346667,-71.49419454,5748,5749,/external/mousecelltypes/prod556/specimen_488699635/min_xy_488699635.aff,9148.82,1465.9,8649.59,0.494126,cre reporter negative,0,0,0,NA,aspiny,,/api/v2/well_known_file_download/488700091,/api/v2/well_known_file_download/491765282,591
Nr5a1-Cre,489754156,Nr5a1-Cre;Ai14-213386.04.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496603488,3.623667852,,0.134482766,130,15.28329621,35.1125,28.47988608,195.3125019,3.339438333,-79.6585776,,,,8878.88,766.536,7706.88,0.307692,cre reporter positive,5,0,0,intact,spiny,,/api/v2/well_known_file_download/489754548,/api/v2/well_known_file_download/491529732,210
Rorb-IRES2-Cre,485837504,Rorb-IRES2-Cre-D;Ai14-204764.03.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,494.9556106,8,31,0.862715623,0.748823448,510989435,496603778,3.623624873,0.075261354,0.160187641,50,30.47387081,109.455,9.136174684,233.2813288,2.203073333,-73.03130971,7583,5735,/external/mousecelltypes/prod506/specimen_485837504/min_xy_485837504.aff,8902.53,1067.64,8200.34,0.420793,cre reporter positive,2,0,0,intact,spiny,/api/v2/well_known_file_download/511010040,/api/v2/well_known_file_download/485856547,/api/v2/well_known_file_download/491383325,559
Htr3a-Cre_NO152,474283475,Htr3a-Cre_NO152;Ai14-182497.04.01.01,left,593,"Primary visual area, layer 1",VISp1,385,VISp,1,,,,,,,491202600,3.62133849,0.006713489,0.30561103,110,13.11558378,49.57210526,20.17263529,213.2811759,4.45898,-72.38467142,3913,5744,/external/mousecelltypes/prod359/specimen_474283475/min_xy_474283475.aff,8769.67,781.886,2776.08,0.0298227,cre reporter positive,5,0,0,NA,aspiny,,/api/v2/well_known_file_download/491378682,/api/v2/well_known_file_download/491378685,90
Nr5a1-Cre,482905575,Nr5a1-Cre;Ai14-200468.03.02.01,right,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491316292,3.621322831,0.205976049,0.062857143,130,17.21433577,69.66,14.35544071,151.5625068,2.977061667,-76.65170875,,,,8674.91,1276.53,9001.88,0.271039,cre reporter positive,0,0,0,NA,spiny,,/api/v2/well_known_file_download/485504507,/api/v2/well_known_file_download/491378607,197
Cux2-CreERT2,486029942,Cux2-CreERT2;Ai14-205215.05.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496196423,3.618316695,0.063471494,0.153748065,70,23.75963771,99.38222222,10.0621618,190.4687519,2.442983333,-72.72665845,9417,9427,/external/mousecelltypes/prod514/specimen_486029942/min_xy_486029942.aff,8242.05,1076.89,2885.95,0.405449,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/486052107,/api/v2/well_known_file_download/491384237,22
Scnn1a-Tg3-Cre,314857059,Scnn1a-Tg3-Cre;Ai14-168093.04.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,491200777,3.617298953,0.122768771,0.144193546,230,9.462224018,43.94,22.75830678,205.7588511,2.584673333,-75.35651398,,,,8588.69,796.991,7729.06,0.389276,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/487622535,/api/v2/well_known_file_download/491380275,649
Cux2-CreERT2,485955227,Cux2-CreERT2;Ai14-205049.02.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496603379,3.612182815,0.224806946,0.095720201,130,17.10805954,98.11666667,10.19194836,164.2187898,3.2383525,-76.13730977,7612,9442,/external/mousecelltypes/prod507/specimen_485955227/min_xy_485955227.aff,9064.16,1080.22,3199.88,0.391819,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/485956200,/api/v2/well_known_file_download/491377194,20
Rorb-IRES2-Cre,476823462,Rorb-IRES2-Cre-D;Ai14-189122.05.01.01,left,233,"Anterolateral visual area, layer 5",VISal5,402,VISal,5,900.3958697,7,31,0.916078065,0.742336326,508278757,496605243,3.611433719,,0.040833335,90,25.28952137,86.94,11.50218542,182.3437139,2.370385,-75.32018107,5735,5734,/external/mousecelltypes/prod555/specimen_476823462/min_xy_476823462.aff,8350.61,1899.41,2043.69,0.633361,cre reporter positive,2,0,0,intact,spiny,/api/v2/well_known_file_download/508278851,/api/v2/well_known_file_download/491384513,/api/v2/well_known_file_download/491384517,505
Cux2-CreERT2,487601493,Cux2-CreERT2;Ai14-211771.03.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,571.3617653,9,36,0.904116359,0.803841755,496123848,496192207,3.610410567,0.028748666,0.18625,110,15.91890759,80.16090909,12.47490842,129.6876907,3.97612,-74.27852849,9447,7596,/external/mousecelltypes/prod534/specimen_487601493/min_xy_487601493.aff,8371.04,917.196,3293.08,0.408973,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/496356989,/api/v2/well_known_file_download/487601867,/api/v2/well_known_file_download/491384708,42
Rorb-IRES2-Cre,324025297,Rorb-IRES2-Cre-D;Ai14-172651.04.01.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,433.0842794,10,26,0.89539544,0.720764278,491458289,491198525,3.609865385,0.025948572,0.185,70,28.00675215,81.85045455,12.21740314,231.5624979,2.631723333,-74.45570015,9462,9450,/external/mousecelltypes/prod201/specimen_324025297/min_xy_324025297.aff,7976.82,1092.98,8534.76,0.416303,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487659611,/api/v2/well_known_file_download/487621195,/api/v2/well_known_file_download/491377469,474
Rbp4-Cre_KL100,471767045,Rbp4-Cre_KL100;Ai14-180748.02.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,568.0825421,13,67,0.880206818,0.79698519,491771195,491202907,3.603945192,0.06113294,0.147615972,209.9999847,14.99496418,127.5614286,7.839360308,75.62500065,6.540401667,-70.32715754,7604,7588,/external/mousecelltypes/prod330/specimen_471767045/min_xy_471767045.aff,9091.53,1269.61,8358.92,0.483331,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487660139,/api/v2/well_known_file_download/487621625,/api/v2/well_known_file_download/491377500,407
Rorb-IRES2-Cre,485889190,Rorb-IRES2-Cre-D;Ai14-204765.05.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,491316431,3.591544022,0.022841457,0.255015146,110,19.91676975,54.5728125,18.32414263,135.468866,3.05534,-80.25799016,7587,9418,/external/mousecelltypes/prod511/specimen_485889190/min_xy_485889190.aff,8305.08,975.038,8178.25,0.442002,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/485890899,/api/v2/well_known_file_download/491384677,561
Nr5a1-Cre,386049446,Nr5a1-Cre;Ai14-177334.05.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,332.9884112,5,18,0.917532553,0.774266187,491459173,491198854,3.585283187,0.045001807,0.170833342,110,12.66623489,90.26,11.07910481,123.281363,5.237036667,-85.15688567,7609,7610,/external/mousecelltypes/prod256/specimen_386049446/min_xy_386049446.aff,8038.02,740.787,3503.1,0.32433,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/487660477,/api/v2/well_known_file_download/487614229,/api/v2/well_known_file_download/491383263,165
Rorb-IRES2-Cre,490624177,Rorb-IRES2-Cre-D;Ai14-215991.03.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496602816,3.583612327,0.143642094,0.183522188,209.9999847,16.91890113,90.02857143,11.10758489,146.8750007,3.473511667,-82.72502283,,,,8082.45,916.124,8136.62,0.413403,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490626391,/api/v2/well_known_file_download/491630614,593
Htr3a-Cre_NO152,474652473,Htr3a-Cre_NO152;Ai14-182005.04.01.01,left,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491201052,3.58117531,0.017470484,0.171197114,270,6.242461621,73.13730769,13.67291238,87.81246424,8.347365,-76.09393311,5759,5752,/external/mousecelltypes/prod350/specimen_474652473/min_xy_474652473.aff,8204.14,765.359,8628.87,0.0647283,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/491376995,/api/v2/well_known_file_download/491376997,94
Scnn1a-Tg2-Cre,480364000,Scnn1a-Tg2-Cre;Ai14-197819.04.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,491175129,3.577036892,0.05153643,0.128891292,90,25.29400567,114.8992857,8.703274296,146.2500778,4.141936667,-74.54817997,,,,8678.25,842.377,3658.8,0.419729,cre reporter negative,2,0,0,intact,spiny,,/api/v2/well_known_file_download/485467337,/api/v2/well_known_file_download/491382850,634
Rorb-IRES2-Cre,314642645,Rorb-IRES2-Cre-D;Ai14-168052.03.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,522.263527,8,20,0.878822477,0.748587432,491770142,491201805,3.573322172,0.036116785,0.259244011,50,20.3603649,59.8553125,16.70695479,230.4687093,1.755625,-75.89694495,5728,5737,/external/mousecelltypes/prod149/specimen_314642645/min_xy_314642645.aff,8954.08,1138.65,8561.34,0.315353,cre reporter positive,5,1,0,intact,spiny,/api/v2/well_known_file_download/487660102,/api/v2/well_known_file_download/487623471,/api/v2/well_known_file_download/491377345,465
Nr5a1-Cre,475838754,Nr5a1-Cre;Ai14-186566.06.02.01,right,312782612,"Rostrolateral area, layer 4",VISrl4,417,VISrl,4,,,,,,,491199816,3.569429674,,0.111946989,170,16.85693434,61.455,16.27206899,155.9375396,4.59325875,-68.93470883,7575,7576,/external/mousecelltypes/prod371/specimen_475838754/min_xy_475838754.aff,7912.04,1132.48,8712.25,0.361999,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/491378737,/api/v2/well_known_file_download/491378742,180
Ntsr1-Cre_GN220,488428837,Ntsr1-Cre;Ai14-212352.04.01.01,left,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,496196239,3.56419272,0.024410456,0.210544219,50,24.9498929,68.60769231,14.57562507,243.7500654,2.38811,-81.17496129,5737,5757,/external/mousecelltypes/prod541/specimen_488428837/min_xy_488428837.aff,8387.29,1208.96,3772.93,0.894721,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/488430277,/api/v2/well_known_file_download/491380884,235
Scnn1a-Tg3-Cre,488471111,Scnn1a-Tg3-Cre;Ai14-212221.05.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496604782,3.557025569,0.136179408,0.057227143,170,15.25619816,137.4008333,7.277976237,101.5626153,6.337441667,-75.05853106,,,,8656.29,893.111,7833.97,0.441196,cre reporter negative,0,0,0,intact,spiny,,/api/v2/well_known_file_download/488473006,/api/v2/well_known_file_download/491377785,693
Rorb-IRES2-Cre,476616076,Rorb-IRES2-Cre-D;Ai14-188712.05.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,473.7471292,6,28,0.919346604,0.836262598,495889952,491315971,3.551475636,0.012080807,0.31465518,50,27.99260452,56.17676471,17.80095392,215.4687522,1.8995125,-69.87051793,5743,7590,/external/mousecelltypes/prod389/specimen_476616076/min_xy_476616076.aff,8398.25,1059.22,8446.94,0.399283,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487686099,/api/v2/well_known_file_download/491377268,/api/v2/well_known_file_download/491377271,503
Rbp4-Cre_KL100,471129934,Rbp4-Cre_KL100;Ai14-180747.06.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,461.5773366,9,50,0.894981975,0.801025901,495335493,491202815,3.544246864,,0.07454873,290,15.89258825,64.985,15.3881665,94.37507707,5.376921667,-68.62190901,11298,11282,/external/mousecelltypes/prod324/specimen_471129934/min_xy_471129934.aff,7829.89,1068.32,2993.19,0.45516,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/487660964,/api/v2/well_known_file_download/487621398,/api/v2/well_known_file_download/491377475,402
Scnn1a-Tg3-Cre,501023852,Scnn1a-Tg3-Cre;Ai14-226800.03.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,515405874,3.541723281,0.021331101,0.126190476,90,16.58341445,55.8575,17.90269883,162.9688293,4.85854,-78.25928497,5732,5742,/external/mousecelltypes/prod621/specimen_501023852/min_xy_501023852.aff,8379.8,886.653,3280.54,0.372748,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/514792559,/api/v2/well_known_file_download/514792563,698
Rorb-IRES2-Cre,480351780,Rorb-IRES2-Cre-D;Ai14-197851.04.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,776.2814877,6,45,0.883695276,0.829867302,491770987,491199148,3.539098452,0.023302046,0.192688511,70,15.95134016,56.73647059,17.62534732,136.7187893,2.601965,-61.49033255,9461,7591,/external/mousecelltypes/prod446/specimen_480351780/min_xy_480351780.aff,8727.95,1453.32,2584.78,0.528066,cre reporter positive,2,1,0,intact,spiny,/api/v2/well_known_file_download/489405394,/api/v2/well_known_file_download/491377620,/api/v2/well_known_file_download/491377622,541
Scnn1a-Tg2-Cre,490205998,Scnn1a-Tg2-Cre;Ai14-215161.05.01.01,left,501,"posteromedial visual area, layer 4",VISpm4,533,VISpm,4,450.8495613,9,39,0.870045788,0.772590856,510985345,497262733,3.533000368,0.138777955,0.137173148,230,19.28815105,119.1921429,8.389814765,104.8437892,4.61249,-74.87553336,9432,7589,/external/mousecelltypes/prod563/specimen_490205998/min_xy_490205998.aff,8354.39,775.18,3760.92,0.425552,cre reporter positive,5,0,0,intact,spiny,/api/v2/well_known_file_download/511012532,/api/v2/well_known_file_download/490210973,/api/v2/well_known_file_download/491611593,641
Cux2-CreERT2,487446992,Cux2-CreERT2;Ai14-214156.05.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496605976,3.520890026,0.135458458,0.087294047,130,21.68497834,118.6516667,8.428031633,141.4732155,3.780041667,-77.39948758,,,,8684.14,1007.16,8307.27,0.366873,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/487473162,/api/v2/well_known_file_download/491378051,40
Htr3a-Cre_NO152,477879512,Htr3a-Cre_NO152;Ai14-191534.02.02.01,right,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,491201303,3.519743319,0.015390741,0.209420283,249.9999847,5.784758808,67.41928571,14.83255109,90.46875113,9.012731667,-78.63120857,5736,5746,/external/mousecelltypes/prod507/specimen_477879512/min_xy_477879512.aff,8628.48,577.514,8041.87,0.0750593,cre reporter positive,2,0,0,NA,aspiny,,/api/v2/well_known_file_download/491378349,/api/v2/well_known_file_download/491378353,108
Rbp4-Cre_KL100,490576429,Rbp4-Cre_KL100;Ai14-215299.02.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496602875,3.518286698,0.152848281,0.125539565,190,14.44526236,141.7866667,7.052849351,113.7501156,4.621096667,-75.21591529,,,,9074.51,1259.37,8342.04,0.487303,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490601940,/api/v2/well_known_file_download/491623274,450
Cux2-CreERT2,485954440,Cux2-CreERT2;Ai14-205049.04.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496603981,3.504873134,0.061795211,0.155893541,90,19.02913037,92.028,10.8662581,162.3437898,4.12451,-73.31320676,,,,8467.1,1118.45,2844.25,0.400886,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/485955261,/api/v2/well_known_file_download/491382698,18
Scnn1a-Tg2-Cre,324521027,Scnn1a-Tg2-Cre;Ai14-173240.03.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,385.6453469,9,32,0.871569154,0.694862395,491770181,491201890,3.502668627,0.02399028,0.181898237,59.99999619,22.81456723,68.45153846,14.60887545,150.6249956,3.191361667,-72.60482306,7573,9446,/external/mousecelltypes/prod210/specimen_324521027/min_xy_324521027.aff,8593.44,1038.32,8248.98,0.436981,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487660116,/api/v2/well_known_file_download/487625489,/api/v2/well_known_file_download/491376924,609
Rbp4-Cre_KL100,490733962,Rbp4-Cre_KL100;Ai14-215299.04.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496602868,3.487962939,0.017156114,0.243509427,80,15.24745276,53.40205882,18.72586979,144.0625015,2.958473333,-68.83668783,,,,8553.4,1147.24,3195.23,0.574913,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490768171,/api/v2/well_known_file_download/491623218,453
Rorb-IRES2-Cre,480121089,Rorb-IRES2-Cre-D;Ai14-197334.03.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496196547,3.482368697,0.028788476,0.187100749,60.00000381,26.27904313,77.15458333,12.96099281,202.5000403,2.15542,-71.71953001,,,,8719.42,820.458,3532.48,0.349743,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/491767667,/api/v2/well_known_file_download/491767669,531
Rbp4-Cre_KL100,490558274,Rbp4-Cre_KL100;Ai14-215299.03.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496603125,3.482182416,,0.13787757,330,10.62180514,505.87,1.976792457,70.00003887,6.583706667,-77.38639069,,,,8798.75,1265.67,8206.06,0.634517,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490589410,/api/v2/well_known_file_download/491761293,449
Rbp4-Cre_KL100,480718588,Rbp4-Cre_KL100;Ai14-198002.03.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,487097078,3.481414401,0.206937365,0.1284784,90,18.77314075,123.719,8.082832871,180.4687511,4.003765,-77.56840973,7595,7602,/external/mousecelltypes/prod451/specimen_480718588/min_xy_480718588.aff,9124.91,1109.53,8280.1,0.363234,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/485467490,/api/v2/well_known_file_download/491377835,418
Rbp4-Cre_KL100,488419491,Rbp4-Cre_KL100;Ai14-212175.05.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496603715,3.479435331,0.067764241,0.167765582,110,17.34264985,96.03111111,10.41329199,143.3483246,3.80284,-77.29870278,,,,8449.01,1049.02,8402.38,0.403061,cre reporter positive,5,0,0,intact,spiny,,/api/v2/well_known_file_download/488420368,/api/v2/well_known_file_download/491380979,446
Rbp4-Cre_KL100,490601284,Rbp4-Cre_KL100;Ai14-215299.03.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496602679,3.471313804,0.023253031,0.142395693,90,17.72247454,86.65363636,11.5401966,171.0935593,3.868668333,-77.59997639,,,,8830.67,837.202,3604.68,0.365824,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490612967,/api/v2/well_known_file_download/491630567,451
Ntsr1-Cre_GN220,485934207,Ntsr1-Cre;Ai14-204781.03.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496604421,3.465385114,,0.11366881,170,15.46064544,,,104.375001,7.617676667,-82.97412156,5749,5754,/external/mousecelltypes/prod507/specimen_485934207/min_xy_485934207.aff,8540.45,1063.01,7768.24,0.660751,cre reporter negative,2,0,0,intact,spiny,,/api/v2/well_known_file_download/485934921,/api/v2/well_known_file_download/491378075,233
Scnn1a-Tg2-Cre,490283519,Scnn1a-Tg2-Cre;Ai14-215166.03.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,497262686,3.460812067,0.111099019,0.093667734,110,25.84233372,149.989,6.667155591,121.0936367,3.889966667,-73.85798146,,,,8929.56,1261.78,8473.35,0.47196,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/490286232,/api/v2/well_known_file_download/491618253,644
Rorb-IRES2-Cre,479225080,Rorb-IRES2-Cre-D;Ai14-187416.04.01.01,left,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,496196371,3.460560015,0.024119455,0.209395513,70,24.72167956,83.40181818,11.99014628,174.3750782,2.959103333,-74.57227672,7595,9432,/external/mousecelltypes/prod408/specimen_479225080/min_xy_479225080.aff,8706.19,1079.15,3185.45,0.474176,cre reporter positive,5,0,0,intact,spiny,,/api/v2/well_known_file_download/491766277,/api/v2/well_known_file_download/491766279,517
Rorb-IRES2-Cre,502143149,Rorb-IRES2-Cre-D;Ai14-228836.05.01.01,left,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,515301927,3.455586852,0.024339035,0.198670221,130,12.82824841,66.46142857,15.04632117,113.1250337,6.497,-81.23347473,5735,5741,/external/mousecelltypes/prod639/specimen_502143149/min_xy_502143149.aff,7943.96,874.609,3177.06,0.342772,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/512475578,/api/v2/well_known_file_download/512475580,603
Scnn1a-Tg2-Cre,325480372,Scnn1a-Tg2-Cre;Ai14-174360.06.01.01,left,565,"posteromedial visual area, layer 5",VISpm5,533,VISpm,5,,,,,,,496894928,3.454355791,0.10457119,0.092512077,110,23.30821866,132.15625,7.566800662,122.3437087,3.057866667,-71.65475888,7590,7580,/external/mousecelltypes/prod217/specimen_325480372/min_xy_325480372.aff,8066.6,866.335,3759.95,0.539021,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/487626202,/api/v2/well_known_file_download/491382186,613
Scnn1a-Tg3-Cre,476557750,Scnn1a-Tg3-Cre;Ai14-188323.03.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,,,,,,,491201666,3.451443385,0.131189699,0.116150344,130,22.67449631,93.34928571,10.71245476,152.5000015,4.295601667,-74.07308451,7589,5737,/external/mousecelltypes/prod507/specimen_476557750/min_xy_476557750.aff,8846.07,1471.67,9006.27,0.394637,cre reporter positive,5,0,0,intact,spiny,,/api/v2/well_known_file_download/491384043,/api/v2/well_known_file_download/491384045,687
Cux2-CreERT2,487353993,Cux2-CreERT2;Ai14-214155.04.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496196333,3.446369822,0.030694569,0.200699624,110,18.37754558,98.96944444,10.10412866,159.3750016,3.629603333,-72.31994218,9420,7591,/external/mousecelltypes/prod535/specimen_487353993/min_xy_487353993.aff,8286.46,895.826,8068.21,0.40643,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/487354825,/api/v2/well_known_file_download/491378576,37
Scnn1a-Tg3-Cre,476216637,Scnn1a-Tg3-Cre;Ai14-187852.05.02.01,right,778,"Primary visual area, layer 5",VISp5,385,VISp,5,343.6241854,8,24,0.88978082,0.721986913,491392858,491200933,3.441712414,0.219183008,0.172500008,130,18.66150436,146.5375,6.82419176,180.9374635,2.202205,-62.41938902,5734,5749,/external/mousecelltypes/prod384/specimen_476216637/min_xy_476216637.aff,8120.28,1108.73,8628.38,0.382119,cre reporter positive,0,1,0,intact,spiny,/api/v2/well_known_file_download/487661538,/api/v2/well_known_file_download/487637176,/api/v2/well_known_file_download/491383654,681
Ntsr1-Cre_GN220,488675026,Ntsr1-Cre;Ai14-212354.04.02.01,right,33,"Primary visual area, layer 6a",VISp6a,385,VISp,6a,,,,,,,496605034,3.436009649,0.012275351,0.194025215,70,18.77390629,92.2345,10.84193008,188.1250782,4.483928333,-74.74012358,,,,8688.57,1194.57,7777.36,0.773111,cre reporter positive,5,0,0,intact,spiny,,/api/v2/well_known_file_download/488676171,/api/v2/well_known_file_download/491376151,242
Cux2-CreERT2,486198953,Cux2-CreERT2;Ai14-205222.03.02.01,right,721,"Primary visual area, layer 4",VISp4,385,VISp,4,,,,,,,496197104,3.435799138,0.120390989,0.102614381,90,24.53427802,73.387,13.6263916,168.2812899,5.750695,-72.42487979,,,,8082.77,801.067,7919.16,0.37468,cre reporter positive,2,0,0,intact,spiny,,/api/v2/well_known_file_download/486203108,/api/v2/well_known_file_download/491382780,29
Rorb-IRES2-Cre,502120615,Rorb-IRES2-Cre-D;Ai14-229541.03.02.01,right,821,"Primary visual area, layer 2/3",VISp2/3,385,VISp,02-Mar,,,,,,,515459009,3.416107392,0.041112783,0.186434123,110,16.75707478,126.0371429,7.934169066,114.3750772,6.78766,-74.80862427,,,,8538.6,784.367,7919.75,0.321342,cre reporter positive,0,0,0,intact,spiny,,/api/v2/well_known_file_download/511853164,/api/v2/well_known_file_download/511853166,602
